ratings_and_offers_id,ulta_id,rating,no_of_reviews,options,offers,date
11397,11397,4.70,63.0,2 Sizes,,08/23/2020
11398,11398,4.30,221.0,,,08/23/2020
11399,11399,4.60,122.0,,,08/23/2020
11400,11400,4.70,210.0,2 Sizes,,08/23/2020
11401,11401,4.20,53.0,,,08/23/2020
11402,11402,4.30,148.0,,,08/23/2020
11403,11403,4.30,447.0,2 Sizes,,08/23/2020
11404,11404,4.30,66.0,,,08/23/2020
11405,11405,4.40,170.0,2 Sizes,,08/23/2020
11406,11406,5.00,5.0,2 Sizes,,08/23/2020
11407,11407,4.00,3.0,2 Sizes,,08/23/2020
11408,11408,4.50,47.0,,,08/23/2020
11409,11409,3.80,53.0,2 Sizes,,08/23/2020
11410,11410,4.50,34.0,,,08/23/2020
11411,11411,4.40,79.0,,,08/23/2020
11412,11412,4.50,377.0,,,08/23/2020
11413,11413,4.10,14.0,,"Buy 1, get 1 40% off!",08/23/2020
11414,11414,4.30,55.0,2 Sizes,,08/23/2020
11415,11415,4.20,1333.0,,,08/23/2020
11416,11416,4.10,169.0,,,08/23/2020
11417,11417,3.60,202.0,,,08/23/2020
11418,11418,4.10,44.0,,,08/23/2020
11419,11419,4.20,5.0,,,08/23/2020
11420,11420,4.50,130.0,2 Sizes,,08/23/2020
11421,11421,4.40,200.0,2 Sizes,,08/23/2020
11422,11422,5.00,4.0,,,08/23/2020
11423,11423,4.10,14.0,,,08/23/2020
11424,11424,4.40,1038.0,2 Sizes,,08/23/2020
11425,11425,4.30,822.0,,,08/23/2020
11426,11426,4.60,890.0,,,08/23/2020
11427,11427,3.80,6.0,2 Sizes,,08/23/2020
11428,11428,4.10,25.0,2 Sizes,,08/23/2020
11429,11429,4.20,45.0,2 Sizes,,08/23/2020
11430,11430,4.40,225.0,2 Sizes,,08/23/2020
11431,11431,4.20,130.0,2 Sizes,,08/23/2020
11432,11432,4.40,219.0,,,08/23/2020
11433,11433,3.90,42.0,,,08/23/2020
11434,11434,4.00,1848.0,2 Sizes,,08/23/2020
11435,11435,4.00,111.0,,,08/23/2020
11436,11436,4.60,102.0,2 Sizes,,08/23/2020
11437,11437,4.50,115.0,,,08/23/2020
11438,11438,4.70,86.0,,,08/23/2020
11439,11439,4.60,45.0,2 Sizes,,08/23/2020
11440,11440,3.50,64.0,,,08/23/2020
11441,11441,4.70,118.0,2 Sizes,,08/23/2020
11442,11442,4.30,117.0,2 Sizes,,08/23/2020
11443,11443,3.90,57.0,,,08/23/2020
11444,11444,4.30,249.0,2 Sizes,,08/23/2020
11445,11445,4.40,182.0,2 Sizes,,08/23/2020
11446,11446,4.60,12.0,,,08/23/2020
11447,11447,4.40,24.0,2 Sizes,,08/23/2020
11448,11448,4.80,5.0,,,08/23/2020
11449,11449,4.20,754.0,,,08/23/2020
11450,11450,4.00,376.0,2 Sizes,,08/23/2020
11451,11451,4.50,2.0,,,08/23/2020
11452,11452,4.00,92.0,,,08/23/2020
11453,11453,4.30,263.0,,,08/23/2020
11454,11454,4.50,8.0,2 Sizes,,08/23/2020
11455,11455,3.80,25.0,,,08/23/2020
11456,11456,0.00,,,,08/23/2020
11457,11457,3.10,119.0,2 Sizes,,08/23/2020
11458,11458,4.80,26.0,,,08/23/2020
11459,11459,4.70,63.0,,,08/23/2020
11460,11460,4.70,1452.0,2 Sizes,,08/23/2020
11461,11461,4.70,771.0,2 Sizes,,08/23/2020
11462,11462,4.50,545.0,2 Sizes,,08/23/2020
11463,11463,4.20,557.0,2 Sizes,,08/23/2020
11464,11464,4.50,343.0,2 Sizes,,08/23/2020
11465,11465,4.20,291.0,3 Sizes,,08/23/2020
11466,11466,4.30,395.0,2 Sizes,,08/23/2020
11467,11467,4.70,254.0,2 Sizes,,08/23/2020
11468,11468,4.40,476.0,2 Sizes,,08/23/2020
11469,11469,4.50,814.0,2 Sizes,,08/23/2020
11470,11470,4.30,51.0,2 Sizes,,08/23/2020
11471,11471,4.20,178.0,2 Sizes,,08/23/2020
11472,11472,4.70,196.0,2 Sizes,,08/23/2020
11473,11473,4.50,312.0,2 Sizes,,08/23/2020
11474,11474,4.30,302.0,2 Sizes,,08/23/2020
11475,11475,4.70,285.0,2 Sizes,,08/23/2020
11476,11476,4.30,245.0,2 Sizes,,08/23/2020
11477,11477,4.70,314.0,2 Sizes,,08/23/2020
11478,11478,4.50,150.0,2 Sizes,,08/23/2020
11479,11479,4.40,187.0,2 Sizes,,08/23/2020
11480,11480,4.50,175.0,,,08/23/2020
11481,11481,4.20,441.0,2 Sizes,,08/23/2020
11482,11482,4.20,81.0,2 Sizes,,08/23/2020
11483,11483,3.80,41.0,2 Sizes,,08/23/2020
11484,11484,4.70,296.0,2 Sizes,,08/23/2020
11485,11485,4.50,261.0,2 Sizes,,08/23/2020
11486,11486,4.40,130.0,2 Sizes,,08/23/2020
11487,11487,3.90,22.0,2 Sizes,,08/23/2020
11488,11488,4.40,766.0,2 Sizes,,08/23/2020
11489,11489,4.60,330.0,2 Sizes,,08/23/2020
11490,11490,4.10,213.0,2 Sizes,,08/23/2020
11491,11491,4.20,147.0,3 Sizes,,08/23/2020
11492,11492,4.30,70.0,2 Sizes,,08/23/2020
11493,11493,4.40,234.0,2 Sizes,,08/23/2020
11494,11494,4.40,116.0,2 Sizes,,08/23/2020
11495,11495,4.70,111.0,2 Sizes,,08/23/2020
11496,11496,4.40,173.0,2 Sizes,,08/23/2020
11497,11497,4.40,245.0,2 Sizes,,08/23/2020
11498,11498,4.00,88.0,2 Sizes,,08/23/2020
11499,11499,4.30,41.0,2 Sizes,,08/23/2020
11500,11500,4.70,249.0,2 Sizes,,08/23/2020
11501,11501,4.40,194.0,2 Sizes,,08/23/2020
11502,11502,4.70,259.0,2 Sizes,,08/23/2020
11503,11503,4.40,285.0,2 Sizes,,08/23/2020
11504,11504,4.20,133.0,2 Sizes,,08/23/2020
11505,11505,4.20,249.0,2 Sizes,,08/23/2020
11506,11506,4.40,394.0,2 Sizes,,08/23/2020
11507,11507,4.30,156.0,2 Sizes,,08/23/2020
11508,11508,4.40,743.0,3 Sizes,,08/23/2020
11509,11509,4.20,264.0,2 Sizes,,08/23/2020
11510,11510,4.10,345.0,,,08/23/2020
11511,11511,4.30,75.0,2 Sizes,,08/23/2020
11512,11512,4.50,987.0,3 Sizes,,08/23/2020
11513,11513,4.50,75.0,2 Sizes,,08/23/2020
11514,11514,4.00,135.0,3 Sizes,,08/23/2020
11515,11515,4.50,133.0,2 Sizes,,08/23/2020
11516,11516,4.10,106.0,2 Sizes,,08/23/2020
11517,11517,4.30,133.0,2 Sizes,,08/23/2020
11518,11518,4.50,6.0,2 Sizes,,08/23/2020
11519,11519,4.60,60.0,2 Sizes,,08/23/2020
11520,11520,4.10,215.0,2 Sizes,,08/23/2020
11521,11521,4.40,207.0,2 Sizes,,08/23/2020
11522,11522,4.60,280.0,3 Sizes,,08/23/2020
11523,11523,4.00,126.0,2 Sizes,,08/23/2020
11524,11524,4.40,14.0,2 Sizes,,08/23/2020
11525,11525,3.90,176.0,2 Sizes,,08/23/2020
11526,11526,4.00,111.0,2 Sizes,,08/23/2020
11527,11527,4.20,51.0,2 Sizes,,08/23/2020
11528,11528,4.40,91.0,2 Sizes,,08/23/2020
11529,11529,4.60,237.0,3 Sizes,,08/23/2020
11530,11530,4.30,71.0,2 Sizes,,08/23/2020
11531,11531,4.00,90.0,2 Sizes,,08/23/2020
11532,11532,3.60,91.0,3 Sizes,,08/23/2020
11533,11533,4.00,179.0,,,08/23/2020
11534,11534,4.70,19.0,,,08/23/2020
11535,11535,4.40,142.0,,,08/23/2020
11536,11536,2.30,43.0,2 Sizes,,08/23/2020
11537,11537,4.40,39.0,,,08/23/2020
11538,11538,3.60,81.0,2 Sizes,,08/23/2020
11539,11539,4.60,592.0,2 Sizes,,08/23/2020
11540,11540,3.70,9.0,2 Sizes,,08/23/2020
11541,11541,4.30,39.0,2 Sizes,,08/23/2020
11542,11542,4.60,125.0,2 Sizes,,08/23/2020
11543,11543,4.60,216.0,2 Sizes,,08/23/2020
11544,11544,4.40,129.0,2 Sizes,,08/23/2020
11545,11545,4.50,141.0,2 Sizes,,08/23/2020
11546,11546,4.50,310.0,,,08/23/2020
11547,11547,4.20,250.0,,,08/23/2020
11548,11548,4.70,162.0,,"Buy 1, get 1 40% off!",08/23/2020
11549,11549,4.30,65.0,5 Colors,,08/23/2020
11550,11550,4.50,379.0,2 Sizes,,08/23/2020
11551,11551,4.60,8366.0,2 Sizes,,08/23/2020
11552,11552,4.20,264.0,2 Sizes,,08/23/2020
11553,11553,4.40,229.0,,,08/23/2020
11554,11554,4.00,32.0,2 Sizes,,08/23/2020
11555,11555,4.20,62.0,,,08/23/2020
11556,11556,3.40,312.0,,,08/23/2020
11557,11557,4.60,26.0,2 Sizes,,08/23/2020
11558,11558,4.70,148.0,2 Sizes,,08/23/2020
11559,11559,4.50,730.0,3 Sizes,,08/23/2020
11560,11560,4.10,145.0,2 Sizes,,08/23/2020
11561,11561,4.20,239.0,2 Sizes,,08/23/2020
11562,11562,4.30,541.0,,,08/23/2020
11563,11563,4.50,1507.0,,,08/23/2020
11564,11564,3.70,79.0,2 Sizes,,08/23/2020
11565,11565,2.40,270.0,2 Sizes,,08/23/2020
11566,11566,4.30,102.0,2 Sizes,,08/23/2020
11567,11567,4.00,20.0,2 Sizes,,08/23/2020
11568,11568,4.10,68.0,2 Sizes,,08/23/2020
11569,11569,2.40,25.0,2 Sizes,,08/23/2020
11570,11570,3.70,82.0,2 Sizes,,08/23/2020
11571,11571,4.60,1300.0,,,08/23/2020
11572,11572,4.70,82.0,,,08/23/2020
11573,11573,3.40,77.0,3 Sizes,,08/23/2020
11574,11574,4.40,48.0,2 Sizes,,08/23/2020
11575,11575,4.60,292.0,,,08/23/2020
11576,11576,4.50,5045.0,,,08/23/2020
11577,11577,3.50,8.0,2 Sizes,,08/23/2020
11578,11578,4.40,593.0,3 Sizes,,08/23/2020
11579,11579,4.30,4.0,2 Sizes,,08/23/2020
11580,11580,4.10,56.0,2 Sizes,,08/23/2020
11581,11581,4.50,160.0,,,08/23/2020
11582,11582,4.30,900.0,2 Sizes,,08/23/2020
11583,11583,3.40,16.0,2 Sizes,,08/23/2020
11584,11584,4.50,158.0,,,08/23/2020
11585,11585,4.30,44.0,2 Sizes,,08/23/2020
11586,11586,4.20,132.0,,,08/23/2020
11587,11587,4.00,26.0,2 Sizes,,08/23/2020
11588,11588,4.30,4.0,,,08/23/2020
11589,11589,4.50,63.0,,,08/23/2020
11590,11590,4.40,101.0,2 Sizes,,08/23/2020
11591,11591,3.00,28.0,2 Sizes,,08/23/2020
11592,11592,3.80,91.0,2 Sizes,,08/23/2020
11593,11593,4.80,36.0,,,08/23/2020
11594,11594,3.70,7.0,2 Sizes,,08/23/2020
11595,11595,4.10,181.0,,,08/23/2020
11596,11596,4.70,163.0,2 Sizes,,08/23/2020
11597,11597,4.50,172.0,,,08/23/2020
11598,11598,4.10,56.0,2 Sizes,,08/23/2020
11599,11599,4.40,353.0,2 Sizes,,08/23/2020
11600,11600,3.70,18.0,2 Sizes,,08/23/2020
11601,11601,4.70,19.0,2 Sizes,Free Gift with Purchase!,08/23/2020
11602,11602,4.30,56.0,,,08/23/2020
11603,11603,4.50,283.0,2 Sizes,,08/23/2020
11604,11604,4.50,134.0,,,08/23/2020
11605,11605,4.30,126.0,,,08/23/2020
11606,11606,4.70,42.0,2 Sizes,,08/23/2020
11607,11607,4.30,17.0,,,08/23/2020
11608,11608,3.00,26.0,2 Sizes,,08/23/2020
11609,11609,4.80,35.0,,,08/23/2020
11610,11610,4.30,235.0,2 Sizes,,08/23/2020
11611,11611,4.20,5.0,2 Sizes,,08/23/2020
11612,11612,4.50,247.0,2 Sizes,,08/23/2020
11613,11613,4.50,314.0,,,08/23/2020
11614,11614,4.60,59.0,,,08/23/2020
11615,11615,4.50,148.0,2 Sizes,,08/23/2020
11616,11616,3.50,106.0,,,08/23/2020
11617,11617,4.60,135.0,,,08/23/2020
11618,11618,4.10,43.0,,,08/23/2020
11619,11619,4.70,30.0,,,08/23/2020
11620,11620,4.50,42.0,,,08/23/2020
11621,11621,2.80,42.0,2 Sizes,,08/23/2020
11622,11622,5.00,2.0,2 Sizes,,08/23/2020
11623,11623,4.00,23.0,2 Sizes,,08/23/2020
11624,11624,1.90,19.0,2 Sizes,,08/23/2020
11625,11625,3.80,20.0,2 Sizes,,08/23/2020
11626,11626,4.00,64.0,,,08/23/2020
11627,11627,4.90,24.0,,,08/23/2020
11628,11628,4.50,45.0,,,08/23/2020
11629,11629,4.50,70.0,2 Sizes,,08/23/2020
11630,11630,4.40,48.0,,"Buy 1, get 1 40% off!",08/23/2020
11631,11631,3.90,9.0,,,08/23/2020
11632,11632,4.70,1142.0,,,08/23/2020
11633,11633,4.40,91.0,2 Sizes,,08/23/2020
11634,11634,3.50,105.0,2 Sizes,,08/23/2020
11635,11635,4.40,188.0,,,08/23/2020
11636,11636,4.40,200.0,2 Sizes,,08/23/2020
11637,11637,4.40,19.0,,,08/23/2020
11638,11638,4.30,141.0,,,08/23/2020
11639,11639,4.50,19.0,2 Sizes,,08/23/2020
11640,11640,4.30,78.0,,,08/23/2020
11641,11641,4.80,116.0,,"Buy 1, get 1 at 50% off!",08/23/2020
11642,11642,4.10,304.0,,,08/23/2020
11643,11643,4.40,25.0,2 Sizes,,08/23/2020
11644,11644,4.40,70.0,,,08/23/2020
11645,11645,4.50,169.0,2 Sizes,,08/23/2020
11646,11646,4.20,234.0,,,08/23/2020
11647,11647,4.00,1848.0,2 Sizes,,08/23/2020
11648,11648,4.70,97.0,2 Sizes,,08/23/2020
11649,11649,4.20,238.0,,,08/23/2020
11650,11650,4.30,47.0,,,08/23/2020
11651,11651,4.30,34.0,6 Colors,,08/23/2020
11652,11652,4.50,506.0,,,08/23/2020
11653,11653,4.70,301.0,2 Sizes,,08/23/2020
11654,11654,0.00,,2 Sizes,,08/23/2020
11655,11655,4.40,202.0,2 Sizes,,08/23/2020
11656,11656,4.30,18.0,3 Sizes,,08/23/2020
11657,11657,4.60,77.0,2 Sizes,,08/23/2020
11658,11658,4.80,57.0,,,08/23/2020
11659,11659,4.70,37.0,2 Sizes,,08/23/2020
11660,11660,4.20,18.0,,,08/23/2020
11661,11661,4.60,180.0,,,08/23/2020
11662,11662,3.90,282.0,2 Sizes,,08/23/2020
11663,11663,4.20,30.0,,,08/23/2020
11664,11664,4.70,23.0,2 Sizes,,08/23/2020
11665,11665,4.70,1452.0,,,08/23/2020
11666,11666,4.10,19.0,2 Sizes,,08/23/2020
11667,11667,4.20,1401.0,2 Sizes,,08/23/2020
11668,11668,4.70,78.0,,,08/23/2020
11669,11669,4.50,124.0,,,08/23/2020
11670,11670,4.70,15.0,,,08/23/2020
11671,11671,4.00,3.0,,,08/23/2020
11672,11672,3.90,162.0,,,08/23/2020
11673,11673,4.00,74.0,,,08/23/2020
11674,11674,4.00,6.0,,,08/23/2020
11675,11675,4.20,6.0,,,08/23/2020
11676,11676,3.70,3.0,,,08/23/2020
11677,11677,5.00,2.0,,,08/23/2020
11678,11678,5.00,2.0,,,08/23/2020
11679,11679,0,,,,08/23/2020
11680,11680,5.00,2.0,,,08/23/2020
11681,11681,3.60,33.0,,,08/23/2020
11682,11682,3.80,6.0,,,08/23/2020
11683,11683,0,,,,08/23/2020
11684,11684,1.00,1.0,,,08/23/2020
11685,11685,0,,,,08/23/2020
11686,11686,5.00,2.0,2 Colors,,08/23/2020
11687,11687,4.10,9.0,,,08/23/2020
11688,11688,4.80,8.0,,,08/23/2020
11689,11689,0,,,,08/23/2020
11690,11690,3.00,2.0,,,08/23/2020
11691,11691,3.30,10.0,,,08/23/2020
11692,11692,4.20,75.0,,,08/23/2020
11693,11693,4.30,36.0,,,08/23/2020
11694,11694,4.00,2.0,,,08/23/2020
11695,11695,5.00,1.0,,,08/23/2020
11696,11696,3.50,2.0,,,08/23/2020
11697,11697,4.30,4.0,,,08/23/2020
11698,11698,4.10,28.0,,,08/23/2020
11699,11699,0,,,,08/23/2020
11700,11700,3.50,62.0,,,08/23/2020
11701,11701,4.80,6.0,,,08/23/2020
11702,11702,4.30,118.0,,,08/23/2020
11703,11703,3.50,2.0,,,08/23/2020
11704,11704,4.00,3.0,,,08/23/2020
11705,11705,4.50,2.0,,,08/23/2020
11706,11706,4.50,23.0,,,08/23/2020
11707,11707,2.60,9.0,,,08/23/2020
11708,11708,0,,,,08/23/2020
11709,11709,4.50,2.0,,,08/23/2020
11710,11710,0,,,,08/23/2020
11711,11711,4.70,47.0,,,08/23/2020
11712,11712,0.00,,,,08/23/2020
11713,11713,4.00,569.0,,,08/23/2020
11714,11714,5.00,3.0,,,08/23/2020
11715,11715,2.90,18.0,,,08/23/2020
11716,11716,3.50,11.0,,,08/23/2020
11717,11717,4.50,53.0,,,08/23/2020
11718,11718,3.50,6.0,,,08/23/2020
11719,11719,5.00,2.0,,,08/23/2020
11720,11720,2.40,5.0,,,08/23/2020
11721,11721,2.10,41.0,,,08/23/2020
11722,11722,2.50,2.0,,,08/23/2020
11723,11723,0,,,,08/23/2020
11724,11724,3.00,2.0,,,08/23/2020
11725,11725,0,,,,08/23/2020
11726,11726,0,,,,08/23/2020
11727,11727,4.00,323.0,,,08/23/2020
11728,11728,3.90,14.0,,,08/23/2020
11729,11729,0,,,,08/23/2020
11730,11730,0,,,,08/23/2020
11731,11731,2.40,7.0,,,08/23/2020
11732,11732,5.00,1.0,,,08/23/2020
11733,11733,3.00,2.0,,,08/23/2020
11734,11734,0,,,,08/23/2020
11735,11735,0,,,,08/23/2020
11736,11736,3.70,9.0,,,08/23/2020
11737,11737,0,,,,08/23/2020
11738,11738,5.00,2.0,,,08/23/2020
11739,11739,4.70,110.0,,,08/23/2020
11740,11740,0,,,,08/23/2020
11741,11741,4.00,2.0,,,08/23/2020
11742,11742,4.20,12.0,,,08/23/2020
11743,11743,0,,,,08/23/2020
11744,11744,0,,,,08/23/2020
11745,11745,4.70,37.0,,,08/23/2020
11746,11746,4.00,1.0,,,08/23/2020
11747,11747,4.00,1.0,,,08/23/2020
11748,11748,3.50,2.0,,,08/23/2020
11749,11749,4.00,2.0,,,08/23/2020
11750,11750,4.50,24.0,,,08/23/2020
11751,11751,0.00,,,,08/23/2020
11752,11752,0,,,,08/23/2020
11753,11753,0,,,,08/23/2020
11754,11754,4.00,2.0,,,08/23/2020
11755,11755,3.00,1.0,,,08/23/2020
11756,11756,1.00,1.0,,,08/23/2020
11757,11757,5.00,1.0,,,08/23/2020
11758,11758,0,,,,08/23/2020
11759,11759,4.70,319.0,,,08/23/2020
11760,11760,4.20,83.0,,,08/23/2020
11761,11761,0,,,,08/23/2020
11762,11762,0,,,,08/23/2020
11763,11763,0.00,,,,08/23/2020
11764,11764,3.90,24.0,,,08/23/2020
11765,11765,3.80,4.0,,,08/23/2020
11766,11766,4.50,92.0,,,08/23/2020
11767,11767,4.00,25.0,,,08/23/2020
11768,11768,0,,,,08/23/2020
11769,11769,0,,,,08/23/2020
11770,11770,4.30,192.0,,,08/23/2020
11771,11771,5.00,1.0,,,08/23/2020
11772,11772,0,,,,08/23/2020
11773,11773,0,,,,08/23/2020
11774,11774,0,,,,08/23/2020
11775,11775,4.20,5.0,,,08/23/2020
11776,11776,4.60,233.0,,,08/23/2020
11777,11777,4.40,108.0,,,08/23/2020
11778,11778,4.70,176.0,,,08/23/2020
11779,11779,4.20,44.0,2 Sizes,,08/23/2020
11780,11780,4.70,10.0,,,08/23/2020
11781,11781,4.10,178.0,,,08/23/2020
11782,11782,3.40,99.0,,,08/23/2020
11783,11783,4.30,56.0,,,08/23/2020
11784,11784,4.70,97.0,3 Sizes,,08/23/2020
11785,11785,4.00,35.0,,,08/23/2020
11786,11786,4.50,170.0,,,08/23/2020
11787,11787,4.40,106.0,,,08/23/2020
11788,11788,4.50,63.0,,,08/23/2020
11789,11789,4.40,132.0,,,08/23/2020
11790,11790,4.80,28.0,,"Buy 1, get 1 40% off!",08/23/2020
11791,11791,4.50,87.0,,,08/23/2020
11792,11792,4.50,2108.0,,,08/23/2020
11793,11793,4.60,34.0,,,08/23/2020
11794,11794,4.80,167.0,,,08/23/2020
11795,11795,4.40,55.0,,,08/23/2020
11796,11796,4.20,46.0,,,08/23/2020
11797,11797,4.70,61.0,,,08/23/2020
11798,11798,4.60,54.0,,,08/23/2020
11799,11799,4.30,70.0,,,08/23/2020
11800,11800,4.20,9.0,,,08/23/2020
11801,11801,4.70,36.0,,,08/23/2020
11802,11802,4.60,51.0,,,08/23/2020
11803,11803,4.80,16.0,,,08/23/2020
11804,11804,4.50,2108.0,,,08/23/2020
11805,11805,3.70,256.0,,,08/23/2020
11806,11806,4.50,187.0,,,08/23/2020
11807,11807,4.40,30.0,,Free Gift with Purchase!,08/23/2020
11808,11808,4.50,66.0,,,08/23/2020
11809,11809,5.00,5.0,,,08/23/2020
11810,11810,4.60,66.0,,,08/23/2020
11811,11811,4.30,484.0,,,08/23/2020
11812,11812,0,,,,08/23/2020
11813,11813,4.80,21.0,,,08/23/2020
11814,11814,4.30,74.0,,,08/23/2020
11815,11815,4.10,33.0,,,08/23/2020
11816,11816,4.40,31.0,,,08/23/2020
11817,11817,3.80,8.0,,,08/23/2020
11818,11818,5.00,2.0,,,08/23/2020
11819,11819,4.30,11.0,,,08/23/2020
11820,11820,4.50,2108.0,,,08/23/2020
11821,11821,3.70,256.0,,,08/23/2020
11822,11822,4.40,10.0,,,08/23/2020
11823,11823,0,,,,08/23/2020
11824,11824,4.80,27.0,,,08/23/2020
11825,11825,4.50,21.0,,,08/23/2020
11826,11826,4.30,20.0,2 Sizes,,08/23/2020
11827,11827,4.70,10.0,,,08/23/2020
11828,11828,4.00,8.0,,,08/23/2020
11829,11829,4.30,23.0,,,08/23/2020
11830,11830,4.50,4.0,,,08/23/2020
11831,11831,5.00,10.0,,,08/23/2020
11832,11832,4.60,110.0,,,08/23/2020
11833,11833,4.50,2.0,,,08/23/2020
11834,11834,4.70,26.0,,,08/23/2020
11835,11835,4.60,5.0,,,08/23/2020
11836,11836,4.00,4.0,,,08/23/2020
11837,11837,4.90,19.0,,,08/23/2020
11838,11838,3.50,17.0,,,08/23/2020
11839,11839,4.20,5.0,,,08/23/2020
11840,11840,3.90,36.0,,,08/23/2020
11841,11841,3.60,9.0,,,08/23/2020
11842,11842,5.00,5.0,,,08/23/2020
11843,11843,4.50,58.0,,,08/23/2020
11844,11844,4.30,11.0,,,08/23/2020
11845,11845,4.40,87.0,,,08/23/2020
11846,11846,2.30,9.0,,,08/23/2020
11847,11847,4.30,19.0,,,08/23/2020
11848,11848,4.90,14.0,,,08/23/2020
11849,11849,3.80,19.0,,,08/23/2020
11850,11850,5.00,5.0,,,08/23/2020
11851,11851,4.80,4.0,,,08/23/2020
11852,11852,3.30,3.0,,,08/23/2020
11853,11853,4.10,16.0,,,08/23/2020
11854,11854,4.50,59.0,,,08/23/2020
11855,11855,4.80,1249.0,2 Sizes,,08/23/2020
11856,11856,4.50,8016.0,,,08/23/2020
11857,11857,4.70,118.0,,,08/23/2020
11858,11858,3.80,540.0,,,08/23/2020
11859,11859,4.00,565.0,,,08/23/2020
11860,11860,4.20,96.0,,,08/23/2020
11861,11861,4.50,2354.0,,,08/23/2020
11862,11862,4.40,266.0,,,08/23/2020
11863,11863,4.80,29.0,,,08/23/2020
11864,11864,4.20,504.0,,,08/23/2020
11865,11865,4.40,99.0,,,08/23/2020
11866,11866,4.40,195.0,,,08/23/2020
11867,11867,4.60,209.0,,,08/23/2020
11868,11868,3.90,200.0,,,08/23/2020
11869,11869,3.70,99.0,,,08/23/2020
11870,11870,4.50,11.0,,,08/23/2020
11871,11871,3.70,204.0,,,08/23/2020
11872,11872,4.60,119.0,,,08/23/2020
11873,11873,4.60,206.0,,,08/23/2020
11874,11874,4.20,328.0,,,08/23/2020
11875,11875,4.00,30.0,,,08/23/2020
11876,11876,3.40,221.0,,,08/23/2020
11877,11877,0.00,,,,08/23/2020
11878,11878,4.20,116.0,,,08/23/2020
11879,11879,5.00,6.0,,,08/23/2020
11880,11880,4.30,469.0,,,08/23/2020
11881,11881,4.70,29.0,,"Buy 1, get 1 40% off!",08/23/2020
11882,11882,3.70,29.0,,,08/23/2020
11883,11883,4.70,616.0,2 Sizes,,08/23/2020
11884,11884,4.40,71.0,,,08/23/2020
11885,11885,4.60,362.0,,,08/23/2020
11886,11886,4.40,5.0,,,08/23/2020
11887,11887,4.20,9.0,,,08/23/2020
11888,11888,4.70,9.0,,,08/23/2020
11889,11889,3.60,15.0,,,08/23/2020
11890,11890,4.70,366.0,,,08/23/2020
11891,11891,4.60,5.0,,Free Gift with Purchase!,08/23/2020
11892,11892,4.20,41.0,,,08/23/2020
11893,11893,3.60,5.0,,,08/23/2020
11894,11894,4.60,79.0,,,08/23/2020
11895,11895,4.50,83.0,,,08/23/2020
11896,11896,3.80,369.0,,,08/23/2020
11897,11897,4.40,103.0,,,08/23/2020
11898,11898,5.00,14.0,,,08/23/2020
11899,11899,4.00,43.0,,,08/23/2020
11900,11900,4.10,100.0,,,08/23/2020
11901,11901,4.60,8.0,,,08/23/2020
11902,11902,4.40,27.0,,,08/23/2020
11903,11903,4.10,11.0,,,08/23/2020
11904,11904,4.60,53.0,,,08/23/2020
11905,11905,4.40,83.0,,,08/23/2020
11906,11906,4.30,535.0,,,08/23/2020
11907,11907,4.20,68.0,,,08/23/2020
11908,11908,4.10,7.0,,,08/23/2020
11909,11909,4.40,85.0,,,08/23/2020
11910,11910,5.00,3.0,,,08/23/2020
11911,11911,4.20,57.0,,,08/23/2020
11912,11912,4.30,12.0,,,08/23/2020
11913,11913,4.00,54.0,,,08/23/2020
11914,11914,4.90,9.0,,,08/23/2020
11915,11915,5.00,3.0,,,08/23/2020
11916,11916,3.50,13.0,,,08/23/2020
11917,11917,4.00,41.0,,,08/23/2020
11918,11918,5.00,4.0,,,08/23/2020
11919,11919,4.10,324.0,,,08/23/2020
11920,11920,4.30,8.0,,,08/23/2020
11921,11921,3.80,55.0,,,08/23/2020
11922,11922,4.30,6.0,,,08/23/2020
11923,11923,4.20,214.0,,,08/23/2020
11924,11924,3.70,3.0,,,08/23/2020
11925,11925,3.90,12.0,,,08/23/2020
11926,11926,4.20,9.0,,,08/23/2020
11927,11927,4.10,74.0,,,08/23/2020
11928,11928,4.10,19.0,,,08/23/2020
11929,11929,4.40,143.0,,,08/23/2020
11930,11930,4.70,118.0,,,08/23/2020
11931,11931,4.30,6.0,,,08/23/2020
11932,11932,3.40,45.0,,,08/23/2020
11933,11933,3.70,3.0,,,08/23/2020
11934,11934,3.60,16.0,,,08/23/2020
11935,11935,4.30,60.0,,,08/23/2020
11936,11936,4.60,7.0,,,08/23/2020
11937,11937,4.40,5.0,,,08/23/2020
11938,11938,4.50,43.0,,,08/23/2020
11939,11939,3.90,32.0,,"Buy 1, get 1 at 50% off!",08/23/2020
11940,11940,4.50,57.0,,,08/23/2020
11941,11941,4.50,22.0,,,08/23/2020
11942,11942,4.30,27.0,,,08/23/2020
11943,11943,5.00,1.0,,,08/23/2020
11944,11944,4.30,65.0,,,08/23/2020
11945,11945,4.80,10.0,,,08/23/2020
11946,11946,3.60,37.0,,,08/23/2020
11947,11947,4.00,4.0,,,08/23/2020
11948,11948,3.40,5.0,,,08/23/2020
11949,11949,4.40,188.0,,,08/23/2020
11950,11950,5.00,2.0,,,08/23/2020
11951,11951,4.50,17.0,,,08/23/2020
11952,11952,3.00,3.0,,,08/23/2020
11953,11953,4.20,13.0,,,08/23/2020
11954,11954,3.60,12.0,,,08/23/2020
11955,11955,5.00,4.0,,,08/23/2020
11956,11956,3.80,6.0,,,08/23/2020
